Quantity,Unit_Price,Total_Sales,Category,Performance_Score,Region
10,493.1970996772283,4931.970996772283,Electronics,45.62332259621127,North
10,485.3426317313197,4853.426317313198,Clothing,44.89674304991567,South
10,477.76609443867227,4777.660944386723,Clothing,44.19587354907939,West
10,474.5074909204358,4745.074909204358,Clothing,43.8944356054602,West
10,472.929504134166,4729.29504134166,Books,43.74846353820826,North
10,455.13083870888215,4551.308387088821,Clothing,42.101993485948846,West
10,445.04155004724095,4450.41550047241,Beauty,41.1686812834286,East
10,441.69059836801046,4416.905983680104,Beauty,40.85870064979165,South
10,425.66084894657297,4256.60848946573,Clothing,39.375864620404435,North
10,424.49928058439036,4244.992805843904,Clothing,39.26841344492086,South
