Quantity,Unit_Price,Total_Sales,Category,Performance_Score,Region
10,178.04993567016922,1780.4993567016922,Electronics,16.47055438612884,East
2,484.2630378891428,968.5260757782856,Beauty,1.7918749979265334,South
6,49.32214346357075,295.9328607814245,Beauty,1.642520653477475,North
1,61.87987358973926,61.87987358973926,Books,0.05724213376041875,East
9,307.71690990571017,2769.4521891513914,Books,23.056998845049,West
1,127.39872200328792,127.39872200328792,Books,0.11785051039645052,North
8,20.788244463842492,166.30595571073994,Electronics,1.230733963687603,East
4,57.01621846929716,228.06487387718863,Electronics,0.843887956403052,East
10,22.840862789360784,228.40862789360784,Electronics,2.1128997962412783,North
10,42.288136558180916,422.8813655818092,Clothing,3.9118747807908156,East
9,491.258167289579,4421.323505606211,Books,36.80960854340922,South
9,21.81520380197368,196.3368342177631,Clothing,1.6345969710300992,North
6,330.2695445424153,1981.6172672544917,Clothing,10.998600426321431,East
3,340.51666541627606,1021.5499962488282,Beauty,2.83496223259546,West
2,499.0484248117739,998.0968496235478,Electronics,1.8465840363797168,East
2,83.75156849022547,167.50313698045093,Beauty,0.3098984020521532,East
7,297.58957349867615,2083.127014490733,Clothing,13.489013438488172,South
1,61.644852374409915,61.644852374409915,Beauty,0.05702472679004237,East
9,190.18876181278068,1711.6988563150262,Beauty,14.25070225358197,North
3,318.7668377517021,956.3005132551064,Clothing,2.6538846341785116,East
9,16.763551810229554,150.871966292066,Clothing,1.2560804501963105,South
7,173.3121289143604,1213.1849024005228,Beauty,7.855818362497844,East
1,346.13064298817665,346.13064298817665,Electronics,0.3201890277906827,East
3,386.92625949115876,1160.7787784734762,Beauty,3.2213440452786575,South
2,220.3863857812462,440.7727715624924,Books,0.815475936974583,West
9,128.95088494999726,1160.5579645499754,Electronics,9.662193755524129,East
3,197.48213080677772,592.4463924203332,Books,1.6441321066188594,East
1,214.1797842235337,214.1797842235337,Beauty,0.19812755175592467,North
8,13.268565560507769,106.14852448406215,Clothing,0.7855436909612954,East
7,201.62148054948517,1411.3503638463962,Beauty,9.139012595923445,East
6,225.31257042483324,1351.8754225489995,Beauty,7.503334697613611,South
6,472.69955456159647,2836.197327369579,Books,15.741789118116623,South
4,394.23854035869493,1576.9541614347797,Books,5.8350617612035105,East
5,214.6178415514444,1073.089207757222,Beauty,4.963319444909642,West
7,308.1803638239194,2157.2625467674357,Clothing,13.96906827153175,North
